Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file
56,158.77,158.38,0.0041134,0.0041032,0.0158875,0.014492,0.997520299508922,0.330499063766816,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6383,3.8731,3.4837,3.2055,2.7999,1.143,0.13185,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
57,158.43,158.03,0.0041046,0.0040943,0.0158553,0.0144592,0.997490620279686,0.331268600669347,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6363,3.8721,3.4822,3.2031,2.8,1.135,0.12945,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
58,157.68,157.2,0.0040852,0.0040728,0.0157832,0.0143717,0.996964652893371,0.334804682171149,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.626,3.8672,3.4764,3.1944,2.8,1.114,0.12075,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
59,157.51,157.19,0.0040808,0.0040724,0.0157702,0.0143734,0.997941580082337,0.335020701850131,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6278,3.8678,3.4773,3.1959,2.7997,1.114,0.12225,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
60,157.53,157.13,0.0040814,0.0040709,0.0157715,0.0143738,0.997427353359141,0.333372350955243,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.6306,3.8697,3.4783,3.1969,2.8,1.113,0.12325,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
61,157.09,156.68,0.0040699,0.0040592,0.0157301,0.0143284,0.997370942775007,0.335126297532797,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6271,3.8679,3.4758,3.1931,2.7999,1.101,0.11945,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
62,156.76,156.41,0.0040613,0.0040522,0.0156986,0.0143034,0.997759338142959,0.33562626370146,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6253,3.8671,3.4751,3.1927,2.8,1.094,0.11905,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
63,156.71,156.31,0.00406,0.0040497,0.0156935,0.0142989,0.997463054187192,0.334539951326443,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6281,3.8692,3.4754,3.1925,2.7999,1.092,0.11885,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
64,156.31,155.96,0.0040498,0.0040406,0.0156574,0.0142633,0.997728282878167,0.336220070369897,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6251,3.8666,3.4734,3.1903,2.7996,1.083,0.11665,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
65,156.26,155.92,0.0040483,0.0040396,0.0156495,0.0142641,0.99785094978139,0.334629279781131,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6272,3.869,3.4742,3.191,2.7996,1.082,0.11735,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
66,155.56,155.07,0.0040303,0.0040175,0.0155804,0.014175,0.99682405776245,0.337502812585456,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.6173,3.864,3.4683,3.1824,2.8,1.061,0.10875,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
67,155.32,154.93,0.0040239,0.0040138,0.0155598,0.0141637,0.997489997266333,0.338094787848098,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6174,3.8641,3.4683,3.182,2.8,1.057,0.10835,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
68,154.96,154.57,0.0040146,0.0040045,0.0155252,0.0141297,0.997484182733025,0.338729287992696,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6151,3.8632,3.4666,3.1794,2.7998,1.048,0.10575,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
69,154.6,154.18,0.0040053,0.0039944,0.0154907,0.0140921,0.997278605847252,0.339586345783606,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6126,3.8621,3.4646,3.1764,2.7999,1.038,0.10275,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
70,154.32,153.91,0.0039981,0.0039875,0.0154655,0.0140677,0.99734874065181,0.340262557630234,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.6113,3.8616,3.4636,3.1749,2.8,1.032,0.10125,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
71,153.87,153.5,0.0039865,0.003977,0.0154218,0.0140259,0.997616957230653,0.341752373904876,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.6076,3.86,3.4609,3.1708,2.7997,1.022,0.0971499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
72,153.71,153.32,0.0039822,0.0039721,0.015407,0.0140098,0.997463713525187,0.34191572072268,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.6066,3.8602,3.4604,3.1701,2.8,1.017,0.0964499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
73,153.37,152.93,0.0039735,0.003962,0.0153741,0.0139729,0.997105826097899,0.342429248109971,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6045,3.8593,3.4585,3.1671,2.7999,1.007,0.0934499999999998,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
74,152.84,152.41,0.0039599,0.0039486,0.0153229,0.0139207,0.997146392585671,0.344039522603198,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5998,3.857,3.4553,3.1621,2.8,0.994,0.0884499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
75,152.51,152.12,0.0039513,0.0039411,0.0152935,0.0138936,0.997418571103181,0.345188124423766,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.5985,3.8567,3.4539,3.1599,2.7999,0.987,0.0862499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
76,152.21,151.79,0.0039434,0.0039325,0.0152631,0.0138616,0.997235887812548,0.34566079574614,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5956,3.8557,3.4521,3.1569,2.8,0.979,0.0832499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
77,151.79,151.35,0.0039326,0.0039212,0.0152218,0.0138193,0.997101154452525,0.346418023269776,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5929,3.8545,3.4497,3.1536,2.8,0.968,0.0799499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
78,151.37,150.93,0.0039218,0.0039103,0.015183,0.0137785,0.997067673007293,0.347793897979625,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5902,3.8531,3.4471,3.1498,2.7996,0.957,0.0761499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
79,151.04,150.63,0.0039132,0.0039026,0.0151517,0.0137509,0.997291219462333,0.348423453576443,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5885,3.8526,3.4459,3.1484,2.7997,0.95,0.0747499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
80,150.9,150.43,0.0039096,0.0038974,0.0151384,0.0137343,0.996879476161244,0.348144984327854,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5894,3.8527,3.4455,3.1467,2.7998,0.945,0.0730499999999998,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
81,150.37,149.95,0.0038959,0.0038848,0.0150887,0.0136864,0.99715085089453,0.349904768300118,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5833,3.8508,3.4425,3.1431,2.7998,0.933,0.0694499999999998,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
82,149.95,149.4,0.0038849,0.0038707,0.0150464,0.0136324,0.996344822260547,0.351099990611801,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5794,3.8486,3.4395,3.1377,2.7999,0.919,0.0640499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
83,149.25,148.77,0.0038669,0.0038543,0.0149821,0.0135669,0.996741575939383,0.354508461946769,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5712,3.8448,3.4351,3.1312,2.8,0.904,0.05755,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
84,148.92,148.42,0.0038582,0.0038451,0.0149518,0.0135339,0.996604634285418,0.355552045696787,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5697,3.8444,3.4334,3.128,2.8,0.895,0.0543499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
85,148.42,148.0,0.0038453,0.0038345,0.0149045,0.013493,0.99719137648558,0.357188387228928,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5654,3.8426,3.4309,3.1245,2.7997,0.884,0.0508499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
86,148.37,147.97,0.0038439,0.0038337,0.0149002,0.0134962,0.99734644501678,0.35591243447297,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5701,3.8451,3.4317,3.1263,2.7997,0.884,0.0526499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
87,148.14,147.73,0.0038381,0.0038275,0.0148777,0.0134769,0.997238216826034,0.35524781671396,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.569,3.8453,3.4313,3.1264,2.8,0.878,0.0527499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
88,148.09,147.64,0.0038367,0.0038251,0.0148706,0.0134729,0.99697656840514,0.35364820739993,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5742,3.8476,3.4317,3.126,2.7997,0.875,0.0523499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
89,147.17,146.51,0.0038129,0.0037958,0.0147805,0.013354,0.99551522463217,0.358346798481423,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.5577,3.8393,3.4235,3.1123,2.8,0.847,0.0386499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
90,146.47,145.99,0.0037948,0.0037823,0.0147175,0.0133009,0.996706018762517,0.361716635681291,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5516,3.8374,3.4202,3.1066,2.8,0.834,0.0329499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
91,146.11,145.7,0.0037855,0.0037749,0.0146854,0.0132728,0.997199841500462,0.363315201030726,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5487,3.836,3.4182,3.1039,2.7998,0.827,0.0302499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
92,145.92,145.37,0.0037805,0.0037663,0.0146657,0.0132453,0.996243883084248,0.362508009491719,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5509,3.8368,3.4174,3.102,2.7997,0.819,0.0283499999999996,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
93,145.61,145.14,0.0037726,0.0037603,0.0146386,0.0132263,0.996739649048402,0.362889404185818,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5503,3.8373,3.417,3.1015,2.7997,0.813,0.0278499999999999,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
94,145.2,144.6,0.0037618,0.0037462,0.0145981,0.0131718,0.995853049072253,0.364572739218849,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.5456,3.8352,3.4136,3.0934,2.8,0.799,0.0197499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
95,144.34,143.8,0.0037395,0.0037255,0.014517,0.0130897,0.996256183981816,0.368527988958266,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5348,3.8291,3.408,3.085,2.7998,0.779,0.0113499999999997,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
96,143.73,143.16,0.0037237,0.0037091,0.0144608,0.0130284,0.996079168568897,0.370899043121268,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.5295,3.828,3.404,3.0786,2.7998,0.763,0.0049499999999995,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
97,143.17,142.66,0.0037093,0.0036961,0.0144083,0.0129796,0.996441377079233,0.372670191112447,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5257,3.8256,3.4013,3.0737,2.7996,0.751,4.99999999998835e-05,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
98,142.95,142.44,0.0037035,0.0036903,0.014389,0.0129632,0.996435803969218,0.372466949384354,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.5277,3.8277,3.4011,3.0727,2.7996,0.745,-0.00095,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
99,142.64,142.14,0.0036956,0.0036826,0.0143582,0.0129351,0.996482303279576,0.372723675378484,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5263,3.8272,3.3996,3.0691,2.7999,0.738,-0.00455,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
100,142.23,141.69,0.0036848,0.003671,0.014318,0.0128945,0.996254884932696,0.373161929301648,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5233,3.826,3.3978,3.0659,2.7997,0.727,-0.0077500000000001,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
101,141.72,141.15,0.0036718,0.0036569,0.0142707,0.0128415,0.995942044773681,0.374987048689262,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5198,3.824,3.3943,3.06,2.7996,0.713,-0.0136500000000002,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
102,141.06,140.53,0.0036546,0.0036408,0.0142061,0.0127808,0.996223936956165,0.376746009336677,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.5142,3.8214,3.3906,3.0541,2.7999,0.698,-0.0195500000000002,2,good_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
103,140.53,139.89,0.0036409,0.0036244,0.0141549,0.0127188,0.995468153478536,0.378532216552621,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5073,3.8188,3.3869,3.0466,2.7997,0.682,-0.02705,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
104,139.75,139.14,0.0036207,0.0036048,0.014082,0.0126421,0.995608583975474,0.382284753534906,False,False,False,False,100,False,False,0.385,GOOD,4.3002,3.4991,3.8153,3.3815,3.0346,2.7999,0.663,-0.03905,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
105,139.17,138.57,0.0036056,0.0035902,0.0140271,0.0125877,0.995728866208121,0.384237195473213,False,False,False,False,100,False,False,0.385,GOOD,4.3001,3.4938,3.8131,3.3781,3.0287,2.7999,0.649,-0.0449500000000001,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
106,138.53,137.96,0.0035891,0.0035743,0.0139672,0.0125283,0.995876403555209,0.386454663496717,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4878,3.8101,3.3748,3.0227,2.7999,0.633,-0.0509500000000003,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
107,138.0,137.5,0.0035754,0.0035623,0.0139166,0.0124861,0.996336074285395,0.38725278932154,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.4841,3.8095,3.3726,3.0197,2.7998,0.622,-0.0539500000000004,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
108,137.95,137.34,0.003574,0.0035583,0.0139113,0.0124778,0.995607162842753,0.385686964127362,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4897,3.8116,3.3731,3.0186,2.8,0.618,-0.05505,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
109,137.37,136.75,0.0035589,0.0035428,0.0138547,0.0124203,0.99547613026497,0.387186164045973,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4843,3.81,3.3696,3.0109,2.7998,0.603,-0.0627500000000003,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
110,136.59,135.99,0.0035388,0.0035233,0.0137807,0.0123443,0.995619984175427,0.390554399547669,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4752,3.8059,3.3644,3.0001,2.7996,0.584,-0.07355,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
111,135.98,135.35,0.003523,0.0035066,0.0137225,0.0122828,0.995344876525688,0.392351585046415,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4696,3.8038,3.3608,2.9924,2.7998,0.568,-0.0812500000000003,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
112,135.51,134.96,0.0035108,0.0034965,0.0136781,0.0122461,0.995926854278227,0.393618505792369,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4675,3.8034,3.3585,2.9857,2.7996,0.558,-0.0879500000000002,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
113,135.09,134.44,0.0035,0.003483,0.0136386,0.012199,0.995142857142857,0.394302432221812,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4643,3.8019,3.3565,2.9807,2.7998,0.545,-0.0929500000000001,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
114,134.42,133.78,0.0034827,0.003466,0.0135755,0.0121359,0.995204869784937,0.39656771776267,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.4588,3.7993,3.3526,2.9719,2.7998,0.529,-0.10175,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
115,134.01,133.36,0.0034719,0.003455,0.0135373,0.0120978,0.995132348281921,0.397570228190114,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4579,3.7997,3.3509,2.966,2.7995,0.518,-0.10765,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
116,133.2,132.57,0.003451,0.0034346,0.0134584,0.0120193,0.995247754274123,0.400379192954889,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4474,3.795,3.3459,2.9544,2.7998,0.498,-0.11925,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
117,132.59,131.95,0.0034351,0.0034184,0.0134,0.0119599,0.99513842391779,0.402221764714014,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4408,3.7937,3.3424,2.9461,2.7999,0.483,-0.12755,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
118,132.09,131.45,0.0034222,0.0034055,0.0133533,0.0119138,0.995120098182456,0.403564001485769,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4369,3.7922,3.3401,2.9399,2.7999,0.47,-0.13375,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
119,131.56,130.97,0.0034086,0.0033932,0.0133025,0.0118695,0.995482016076982,0.404603182501488,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4316,3.7906,3.3378,2.9342,2.7999,0.458,-0.13945,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
120,131.2,130.47,0.0033992,0.0033802,0.0132676,0.0118221,0.994410449517534,0.405697911371761,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4305,3.7911,3.3349,2.92,2.7997,0.446,-0.15365,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
121,130.54,129.95,0.0033819,0.0033667,0.0132078,0.0117751,0.99550548508235,0.407917945130443,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.425,3.7887,3.3327,2.9167,2.7999,0.433,-0.15695,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
122,130.01,129.33,0.0033683,0.0033506,0.0131526,0.0117168,0.994745123652881,0.407892530698051,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4202,3.7875,3.3295,2.9062,2.7998,0.417,-0.16745,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
123,129.45,128.83,0.0033539,0.0033376,0.0131014,0.01167,0.995139986284624,0.409793569124332,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.4118,3.7851,3.3274,2.9005,2.7997,0.405,-0.17315,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
124,129.26,128.64,0.0033489,0.0033328,0.0130859,0.011658,0.99519245125265,0.409562199306005,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4135,3.7867,3.3279,2.9011,2.7997,0.4,-0.17255,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
125,128.76,128.05,0.0033359,0.0033175,0.0130362,0.0116005,0.99448424712971,0.411091346626172,False,False,False,False,80,True,False,0.385,GOOD,4.3001,3.4051,3.784,3.3249,2.8878,2.7997,0.385,-0.18585,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
126,128.48,127.78,0.0033287,0.0033105,0.0130133,0.0115799,0.99453240003605,0.411493273339112,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4036,3.7851,3.3249,2.8838,2.7999,0.379,-0.18985,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
127,127.81,127.15,0.0033114,0.0032941,0.0129503,0.0115159,0.99477562360331,0.414906274354131,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.3899,3.7805,3.321,2.871,2.7996,0.363,-0.20265,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
128,127.62,126.93,0.0033064,0.0032884,0.0129346,0.0115003,0.99455601258166,0.414756173317947,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.3903,3.7817,3.3214,2.8653,2.7995,0.357,-0.20835,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
129,127.04,126.33,0.0032913,0.0032729,0.0128807,0.0114435,0.994409503843466,0.417119525850632,False,False,False,False,80,True,False,0.385,GOOD,4.3002,3.3841,3.7795,3.3183,2.8528,2.7996,0.342,-0.22085,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
130,126.73,126.06,0.0032834,0.003266,0.0128544,0.0114229,0.994700615215935,0.417446291559005,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.3827,3.7804,3.3183,2.8499,2.7999,0.336,-0.22375,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx
